"year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode","percent_vote"
2008,"NEW YORK","NY","RENSSELAER",36083,"PRESIDENT","BARACK OBAMA","DEMOCRAT",39753,73986,20191203,"TOTAL",53.730435487795
2008,"NEW YORK","NY","ST. LAWRENCE",36089,"PRESIDENT","BARACK OBAMA","DEMOCRAT",23706,41242,20191203,"TOTAL",57.4802385917269
2008,"NEW YORK","NY","ULSTER",36111,"PRESIDENT","BARACK OBAMA","DEMOCRAT",52539,86461,20191203,"TOTAL",60.7661257676872
2008,"NORTH DAKOTA","ND","BENSON",38005,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1569,2374,20191203,"TOTAL",66.0909856781803
2008,"NORTH DAKOTA","ND","ROLETTE",38079,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3403,4534,20191203,"TOTAL",75.0551389501544
2008,"OHIO","OH","ATHENS",39009,"PRESIDENT","BARACK OBAMA","DEMOCRAT",20722,31098,20191203,"TOTAL",66.6345102578944
2008,"OHIO","OH","LORAIN",39093,"PRESIDENT","BARACK OBAMA","DEMOCRAT",85276,146859,20191203,"TOTAL",58.0665808700863
2008,"OREGON","OR","CLATSOP",41007,"PRESIDENT","BARACK OBAMA","DEMOCRAT",10701,18548,20191203,"TOTAL",57.6935518654302
2008,"OREGON","OR","TILLAMOOK",41057,"PRESIDENT","BARACK OBAMA","DEMOCRAT",7072,13297,20191203,"TOTAL",53.1849289313379
2008,"OREGON","OR","WASCO",41065,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5906,11380,20191203,"TOTAL",51.8980667838313
2008,"PENNSYLVANIA","PA","BERKS",42011,"PRESIDENT","BARACK OBAMA","DEMOCRAT",97047,179896,20191203,"TOTAL",53.9461688975853
2008,"PENNSYLVANIA","PA","BUCKS",42017,"PRESIDENT","BARACK OBAMA","DEMOCRAT",179031,332923,20191203,"TOTAL",53.7754976375919
2008,"PENNSYLVANIA","PA","CENTRE",42027,"PRESIDENT","BARACK OBAMA","DEMOCRAT",41950,75737,20191203,"TOTAL",55.3890436642592
2008,"PENNSYLVANIA","PA","DAUPHIN",42043,"PRESIDENT","BARACK OBAMA","DEMOCRAT",69975,129526,20191203,"TOTAL",54.0239025369424
2008,"PENNSYLVANIA","PA","ERIE",42049,"PRESIDENT","BARACK OBAMA","DEMOCRAT",75775,127642,20191203,"TOTAL",59.3652559502358
2008,"PENNSYLVANIA","PA","LEHIGH",42077,"PRESIDENT","BARACK OBAMA","DEMOCRAT",87089,152464,20191203,"TOTAL",57.1210252912163
2008,"SOUTH CAROLINA","SC","CHARLESTON",45019,"PRESIDENT","BARACK OBAMA","DEMOCRAT",82698,154434,20191203,"TOTAL",53.5490889311939
2008,"SOUTH CAROLINA","SC","MCCORMICK",45065,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2755,5232,20191203,"TOTAL",52.6567278287462
2008,"TEXAS","TX","CULBERSON",48109,"PRESIDENT","BARACK OBAMA","DEMOCRAT",492,759,20191203,"TOTAL",64.8221343873518
2008,"TEXAS","TX","DIMMIT",48127,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2692,3587,20191203,"TOTAL",75.0487872874268
2008,"TEXAS","TX","PRESIDIO",48377,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1252,1757,20191203,"TOTAL",71.2578258394991
2008,"TEXAS","TX","ZAVALA",48507,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3263,3876,20191203,"TOTAL",84.1847265221878
2008,"VERMONT","VT","ADDISON",50001,"PRESIDENT","BARACK OBAMA","DEMOCRAT",13202,19238,20191203,"TOTAL",68.6245971514711
2008,"VERMONT","VT","BENNINGTON",50003,"PRESIDENT","BARACK OBAMA","DEMOCRAT",12524,19129,20191203,"TOTAL",65.4712739819123
2008,"VERMONT","VT","CALEDONIA",50005,"PRESIDENT","BARACK OBAMA","DEMOCRAT",8900,14728,20191203,"TOTAL",60.4291146116241
2008,"VERMONT","VT","GRAND ISLE",50013,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2694,4269,20191203,"TOTAL",63.1061138439916
2008,"VERMONT","VT","LAMOILLE",50015,"PRESIDENT","BARACK OBAMA","DEMOCRAT",8914,12668,20191203,"TOTAL",70.3662772339754
2008,"VERMONT","VT","RUTLAND",50021,"PRESIDENT","BARACK OBAMA","DEMOCRAT",19355,31617,20191203,"TOTAL",61.217066767878
2008,"VERMONT","VT","WINDSOR",50027,"PRESIDENT","BARACK OBAMA","DEMOCRAT",21444,31165,20191203,"TOTAL",68.8079576447938
2008,"VIRGINIA","VA","CHARLES CITY",51036,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2838,4153,20191203,"TOTAL",68.336142547556
2008,"VIRGINIA","VA","GREENSVILLE",51081,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3122,4887,20191203,"TOTAL",63.8837732760385
2008,"VIRGINIA","VA","FREDERICKSBURG",51630,"PRESIDENT","BARACK OBAMA","DEMOCRAT",6155,9677,20191203,"TOTAL",63.6044228583239
2008,"VIRGINIA","VA","MARTINSVILLE",51690,"PRESIDENT","BARACK OBAMA","DEMOCRAT",4139,6520,20191203,"TOTAL",63.4815950920245
2008,"VIRGINIA","VA","RADFORD",51750,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2930,5429,20191203,"TOTAL",53.9694234665684
2008,"WASHINGTON","WA","GRAYS HARBOR",53027,"PRESIDENT","BARACK OBAMA","DEMOCRAT",16354,29184,20191203,"TOTAL",56.0375548245614
2008,"WASHINGTON","WA","PACIFIC",53049,"PRESIDENT","BARACK OBAMA","DEMOCRAT",6094,10937,20191203,"TOTAL",55.7191185882783
2008,"WASHINGTON","WA","SKAGIT",53057,"PRESIDENT","BARACK OBAMA","DEMOCRAT",30053,55886,20191203,"TOTAL",53.7755430698207
2008,"WASHINGTON","WA","THURSTON",53067,"PRESIDENT","BARACK OBAMA","DEMOCRAT",75882,126709,20191203,"TOTAL",59.8868272971928
2008,"WISCONSIN","WI","BAYFIELD",55007,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5972,9468,20191203,"TOTAL",63.0756231516688
2008,"WISCONSIN","WI","DOOR",55029,"PRESIDENT","BARACK OBAMA","DEMOCRAT",10142,17481,20191203,"TOTAL",58.0172758995481
2008,"WISCONSIN","WI","EAU CLAIRE",55035,"PRESIDENT","BARACK OBAMA","DEMOCRAT",33146,55010,20191203,"TOTAL",60.2544991819669
2008,"WISCONSIN","WI","IOWA",55049,"PRESIDENT","BARACK OBAMA","DEMOCRAT",7987,11969,20191203,"TOTAL",66.7307210293258
2008,"WISCONSIN","WI","KENOSHA",55059,"PRESIDENT","BARACK OBAMA","DEMOCRAT",45836,78789,20191203,"TOTAL",58.1756336544441
2008,"WISCONSIN","WI","LA CROSSE",55063,"PRESIDENT","BARACK OBAMA","DEMOCRAT",38524,63218,20191203,"TOTAL",60.938340346104
2008,"WISCONSIN","WI","MENOMINEE",55078,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1257,1448,20191203,"TOTAL",86.8093922651934
2008,"WISCONSIN","WI","OUTAGAMIE",55087,"PRESIDENT","BARACK OBAMA","DEMOCRAT",50294,91563,20191203,"TOTAL",54.9283007328288
2008,"WISCONSIN","WI","PORTAGE",55097,"PRESIDENT","BARACK OBAMA","DEMOCRAT",24817,39422,20191203,"TOTAL",62.9521586931155
2008,"WISCONSIN","WI","RACINE",55101,"PRESIDENT","BARACK OBAMA","DEMOCRAT",53408,100642,20191203,"TOTAL",53.0673078833887
2008,"WISCONSIN","WI","SAUK",55111,"PRESIDENT","BARACK OBAMA","DEMOCRAT",18617,30626,20191203,"TOTAL",60.7882191601907
2008,"WISCONSIN","WI","TREMPEALEAU",55121,"PRESIDENT","BARACK OBAMA","DEMOCRAT",8321,13314,20191203,"TOTAL",62.4981222773021
2012,"ALABAMA","AL","BALDWIN",1003,"PRESIDENT","MITT ROMNEY","REPUBLICAN",66016,85338,20191203,"TOTAL",77.3582694696384
2012,"ALABAMA","AL","BULLOCK",1011,"PRESIDENT","BARACK OBAMA","DEMOCRAT",4061,5322,20191203,"TOTAL",76.3059000375799
2012,"ALABAMA","AL","LOWNDES",1085,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5747,7521,20191203,"TOTAL",76.4127110756548
2012,"ALABAMA","AL","MARENGO",1091,"PRESIDENT","BARACK OBAMA","DEMOCRAT",6167,11537,20191203,"TOTAL",53.4541041865303
2012,"ALABAMA","AL","ST. CLAIR",1115,"PRESIDENT","MITT ROMNEY","REPUBLICAN",29031,35148,20191203,"TOTAL",82.5964493001024
2012,"ALABAMA","AL","SUMTER",1119,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5421,7027,20191203,"TOTAL",77.1452967126797
2012,"ARIZONA","AZ","COCHISE",4003,"PRESIDENT","MITT ROMNEY","REPUBLICAN",29497,49003,20191203,"TOTAL",60.1942738199702
2012,"ARIZONA","AZ","PINAL",4021,"PRESIDENT","MITT ROMNEY","REPUBLICAN",62079,108315,20191203,"TOTAL",57.3133914970226
2012,"ARIZONA","AZ","YAVAPAI",4025,"PRESIDENT","MITT ROMNEY","REPUBLICAN",64468,100283,20191203,"TOTAL",64.2860704207094
2012,"ARKANSAS","AR","FAULKNER",5045,"PRESIDENT","MITT ROMNEY","REPUBLICAN",26722,41460,20191203,"TOTAL",64.4524843222383
2012,"ARKANSAS","AR","LONOKE",5085,"PRESIDENT","MITT ROMNEY","REPUBLICAN",17880,24114,20191203,"TOTAL",74.1477979596915
2012,"ARKANSAS","AR","SEBASTIAN",5131,"PRESIDENT","MITT ROMNEY","REPUBLICAN",29169,43362,20191203,"TOTAL",67.2685761726858
2012,"COLORADO","CO","ALAMOSA",8003,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3811,6715,20191203,"TOTAL",56.7535368577811
2012,"COLORADO","CO","SAGUACHE",8109,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1864,2930,20191203,"TOTAL",63.617747440273
2012,"FLORIDA","FL","BAY",12005,"PRESIDENT","MITT ROMNEY","REPUBLICAN",56876,79861,20191203,"TOTAL",71.2187425652071
2012,"FLORIDA","FL","GADSDEN",12039,"PRESIDENT","BARACK OBAMA","DEMOCRAT",15770,22499,20191203,"TOTAL",70.0920040890706
2012,"FLORIDA","FL","INDIAN RIVER",12061,"PRESIDENT","MITT ROMNEY","REPUBLICAN",43450,71464,20191203,"TOTAL",60.7998432777342
2012,"FLORIDA","FL","NASSAU",12089,"PRESIDENT","MITT ROMNEY","REPUBLICAN",29929,40528,20191203,"TOTAL",73.8477102250296
2012,"GEORGIA","GA","CLAYTON",13063,"PRESIDENT","BARACK OBAMA","DEMOCRAT",81479,96067,20191203,"TOTAL",84.814764695473
2012,"GEORGIA","GA","DAWSON",13085,"PRESIDENT","MITT ROMNEY","REPUBLICAN",8847,10244,20191203,"TOTAL",86.3627489262007
2012,"GEORGIA","GA","DOUGHERTY",13095,"PRESIDENT","BARACK OBAMA","DEMOCRAT",26295,37919,20191203,"TOTAL",69.3451831535642
2012,"GEORGIA","GA","HABERSHAM",13137,"PRESIDENT","MITT ROMNEY","REPUBLICAN",12166,14641,20191203,"TOTAL",83.0954169797145
2012,"GEORGIA","GA","MUSCOGEE",13215,"PRESIDENT","BARACK OBAMA","DEMOCRAT",42573,70603,20191203,"TOTAL",60.2991374304208
2012,"GEORGIA","GA","OCONEE",13219,"PRESIDENT","MITT ROMNEY","REPUBLICAN",13098,17817,20191203,"TOTAL",73.5140596059943
2012,"GEORGIA","GA","PEACH",13225,"PRESIDENT","BARACK OBAMA","DEMOCRAT",6148,11516,20191203,"TOTAL",53.3865925668635
2012,"GEORGIA","GA","PICKENS",13227,"PRESIDENT","MITT ROMNEY","REPUBLICAN",10547,12680,20191203,"TOTAL",83.1782334384858
2012,"IDAHO","ID","BEAR LAKE",16007,"PRESIDENT","MITT ROMNEY","REPUBLICAN",2489,2822,20191203,"TOTAL",88.1998582565556
2012,"IDAHO","ID","CARIBOU",16029,"PRESIDENT","MITT ROMNEY","REPUBLICAN",2608,3052,20191203,"TOTAL",85.4521625163827
2012,"IDAHO","ID","CASSIA",16031,"PRESIDENT","MITT ROMNEY","REPUBLICAN",7154,8396,20191203,"TOTAL",85.2072415435922
2012,"IDAHO","ID","ONEIDA",16071,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1838,2089,20191203,"TOTAL",87.9846816658688
2012,"KANSAS","KS","RAWLINS",20153,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1223,1444,20191203,"TOTAL",84.6952908587258
2012,"KENTUCKY","KY","BOYLE",21021,"PRESIDENT","MITT ROMNEY","REPUBLICAN",7703,12373,20191203,"TOTAL",62.256526307282
2012,"LOUISIANA","LA","BOSSIER",22015,"PRESIDENT","MITT ROMNEY","REPUBLICAN",34988,48562,20191203,"TOTAL",72.0481034553766
2012,"LOUISIANA","LA","ST. HELENA",22091,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3780,6394,20191203,"TOTAL",59.1179230528621
2012,"LOUISIANA","LA","TENSAS",22107,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1564,2812,20191203,"TOTAL",55.6187766714083
2012,"MARYLAND","MD","BALTIMORE",24005,"PRESIDENT","BARACK OBAMA","DEMOCRAT",220322,384782,20191203,"TOTAL",57.2589154378323
2012,"MARYLAND","MD","CHARLES",24017,"PRESIDENT","BARACK OBAMA","DEMOCRAT",48774,75222,20191203,"TOTAL",64.840073382787
2012,"MARYLAND","MD","PRINCE GEORGE'S",24033,"PRESIDENT","BARACK OBAMA","DEMOCRAT",347938,387744,20191203,"TOTAL",89.7339481719898
2012,"MARYLAND","MD","BALTIMORE CITY",24510,"PRESIDENT","BARACK OBAMA","DEMOCRAT",221478,254005,20191203,"TOTAL",87.1943465679809
2012,"MASSACHUSETTS","MA","BERKSHIRE",25003,"PRESIDENT","BARACK OBAMA","DEMOCRAT",48843,64486,20191203,"TOTAL",75.7420215240517
2012,"MASSACHUSETTS","MA","HAMPDEN",25013,"PRESIDENT","BARACK OBAMA","DEMOCRAT",123619,200399,20191203,"TOTAL",61.6864355610557
2012,"MISSISSIPPI","MS","BOLIVAR",28011,"PRESIDENT","BARACK OBAMA","DEMOCRAT",10582,15428,20191203,"TOTAL",68.5895773917553
2012,"MISSISSIPPI","MS","CLAIBORNE",28021,"PRESIDENT","BARACK OBAMA","DEMOCRAT",4838,5484,20191203,"TOTAL",88.2202771699489
2012,"MISSISSIPPI","MS","COAHOMA",28027,"PRESIDENT","BARACK OBAMA","DEMOCRAT",7792,10549,20191203,"TOTAL",73.8648213100768
2012,"MISSISSIPPI","MS","HUMPHREYS",28053,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3903,5212,20191203,"TOTAL",74.8848810437452
2012,"MISSISSIPPI","MS","KEMPER",28069,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3239,5052,20191203,"TOTAL",64.1132224861441
2012,"MISSISSIPPI","MS","LEFLORE",28083,"PRESIDENT","BARACK OBAMA","DEMOCRAT",9119,12773,20191203,"TOTAL",71.3927816487904
2012,"MISSISSIPPI","MS","NOXUBEE",28103,"PRESIDENT","BARACK OBAMA","DEMOCRAT",4920,6264,20191203,"TOTAL",78.544061302682
2012,"MISSISSIPPI","MS","SHARKEY",28125,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1782,2532,20191203,"TOTAL",70.3791469194313
2012,"MISSISSIPPI","MS","SUNFLOWER",28133,"PRESIDENT","BARACK OBAMA","DEMOCRAT",8199,11228,20191203,"TOTAL",73.0228001425009
2012,"MISSISSIPPI","MS","TALLAHATCHIE",28135,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3959,6503,20191203,"TOTAL",60.879594033523
2012,"MISSISSIPPI","MS","TUNICA",28143,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3475,4382,20191203,"TOTAL",79.3016887266089
2012,"MISSISSIPPI","MS","WILKINSON",28157,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3412,4853,20191203,"TOTAL",70.307026581496
2012,"MISSISSIPPI","MS","YAZOO",28163,"PRESIDENT","BARACK OBAMA","DEMOCRAT",6603,11620,20191203,"TOTAL",56.8244406196213
2012,"NEW JERSEY","NJ","ESSEX",34013,"PRESIDENT","BARACK OBAMA","DEMOCRAT",236618,303019,20191203,"TOTAL",78.0868526396034
2012,"NEW JERSEY","NJ","HUDSON",34017,"PRESIDENT","BARACK OBAMA","DEMOCRAT",153108,197504,20191203,"TOTAL",77.5214679196371
2012,"NEW JERSEY","NJ","PASSAIC",34031,"PRESIDENT","BARACK OBAMA","DEMOCRAT",115926,181988,20191203,"TOTAL",63.6998043827065
2012,"NEW MEXICO","NM","MCKINLEY",35031,"PRESIDENT","BARACK OBAMA","DEMOCRAT",15841,21929,20191203,"TOTAL",72.2376761366227
2012,"NEW YORK","NY","BRONX",36005,"PRESIDENT","BARACK OBAMA","DEMOCRAT",334600,370894,20191203,"TOTAL",90.2144548037984
2012,"NEW YORK","NY","QUEENS",36081,"PRESIDENT","BARACK OBAMA","DEMOCRAT",461391,595073,20191203,"TOTAL",77.5351931611752
2012,"OHIO","OH","CUYAHOGA",39035,"PRESIDENT","BARACK OBAMA","DEMOCRAT",447232,644281,20191203,"TOTAL",69.4156742166849
2012,"OHIO","OH","MAHONING",39099,"PRESIDENT","BARACK OBAMA","DEMOCRAT",77059,121310,20191203,"TOTAL",63.5223806776028
2012,"PENNSYLVANIA","PA","LACKAWANNA",42069,"PRESIDENT","BARACK OBAMA","DEMOCRAT",61838,98015,20191203,"TOTAL",63.0903433147988
2012,"PENNSYLVANIA","PA","PHILADELPHIA",42101,"PRESIDENT","BARACK OBAMA","DEMOCRAT",588806,690327,20191203,"TOTAL",85.2937810631773
2012,"RHODE ISLAND","RI","PROVIDENCE",44007,"PRESIDENT","BARACK OBAMA","DEMOCRAT",159520,239789,20191203,"TOTAL",66.5251533639992
2012,"SOUTH CAROLINA","SC","ALLENDALE",45005,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3297,4163,20191203,"TOTAL",79.1976939706942
2012,"SOUTH CAROLINA","SC","BAMBERG",45009,"PRESIDENT","BARACK OBAMA","DEMOCRAT",4624,6882,20191203,"TOTAL",67.1897704155769
2012,"SOUTH CAROLINA","SC","CLARENDON",45027,"PRESIDENT","BARACK OBAMA","DEMOCRAT",9091,16292,20191203,"TOTAL",55.8003928308372
2012,"SOUTH CAROLINA","SC","DILLON",45033,"PRESIDENT","BARACK OBAMA","DEMOCRAT",7523,13035,20191203,"TOTAL",57.7138473341005
2012,"SOUTH CAROLINA","SC","FAIRFIELD",45039,"PRESIDENT","BARACK OBAMA","DEMOCRAT",7777,11895,20191203,"TOTAL",65.380411937789
2012,"SOUTH CAROLINA","SC","ORANGEBURG",45075,"PRESIDENT","BARACK OBAMA","DEMOCRAT",30720,43041,20191203,"TOTAL",71.3738063706698
2012,"SOUTH CAROLINA","SC","WILLIAMSBURG",45089,"PRESIDENT","BARACK OBAMA","DEMOCRAT",11335,16304,20191203,"TOTAL",69.5228164867517
2012,"TENNESSEE","TN","LOUDON",47105,"PRESIDENT","MITT ROMNEY","REPUBLICAN",16707,22073,20191203,"TOTAL",75.6897567163503
2012,"TENNESSEE","TN","WILLIAMSON",47187,"PRESIDENT","MITT ROMNEY","REPUBLICAN",69850,96225,20191203,"TOTAL",72.5902831904391
2012,"TEXAS","TX","AUSTIN",48015,"PRESIDENT","MITT ROMNEY","REPUBLICAN",9265,11649,20191203,"TOTAL",79.5347240106447
2012,"TEXAS","TX","BROOKS",48047,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1886,2403,20191203,"TOTAL",78.4852267998335
2012,"TEXAS","TX","BURNET",48053,"PRESIDENT","MITT ROMNEY","REPUBLICAN",12843,16796,20191203,"TOTAL",76.4646344367707
2012,"TEXAS","TX","COOKE",48097,"PRESIDENT","MITT ROMNEY","REPUBLICAN",11951,14351,20191203,"TOTAL",83.2764267298446
2012,"TEXAS","TX","ERATH",48143,"PRESIDENT","MITT ROMNEY","REPUBLICAN",10329,12473,20191203,"TOTAL",82.810871482402
2012,"TEXAS","TX","FRIO",48163,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2376,3968,20191203,"TOTAL",59.8790322580645
2012,"TEXAS","TX","GALVESTON",48167,"PRESIDENT","MITT ROMNEY","REPUBLICAN",69059,110078,20191203,"TOTAL",62.7364232635041
2012,"TEXAS","TX","GILLESPIE",48171,"PRESIDENT","MITT ROMNEY","REPUBLICAN",10306,12550,20191203,"TOTAL",82.1195219123506
2012,"TEXAS","TX","HANSFORD",48195,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1788,1962,20191203,"TOTAL",91.131498470948
2012,"TEXAS","TX","HIDALGO",48215,"PRESIDENT","BARACK OBAMA","DEMOCRAT",97969,139159,20191203,"TOTAL",70.4007645930195
2012,"TEXAS","TX","HOOD",48221,"PRESIDENT","MITT ROMNEY","REPUBLICAN",18409,22535,20191203,"TOTAL",81.6907033503439
2012,"TEXAS","TX","JIM HOGG",48247,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1301,1667,20191203,"TOTAL",78.0443911217756
2012,"TEXAS","TX","KENDALL",48259,"PRESIDENT","MITT ROMNEY","REPUBLICAN",14508,17783,20191203,"TOTAL",81.5835348366417
2012,"TEXAS","TX","KERR",48265,"PRESIDENT","MITT ROMNEY","REPUBLICAN",17274,21879,20191203,"TOTAL",78.9524201288907
2012,"TEXAS","TX","KIMBLE",48267,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1667,1892,20191203,"TOTAL",88.107822410148
2012,"TEXAS","TX","KING",48269,"PRESIDENT","MITT ROMNEY","REPUBLICAN",139,145,20191203,"TOTAL",95.8620689655172
2012,"TEXAS","TX","LAMPASAS",48281,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5621,7204,20191203,"TOTAL",78.0260966129928
2012,"TEXAS","TX","LIPSCOMB",48295,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1044,1168,20191203,"TOTAL",89.3835616438356
2012,"TEXAS","TX","LLANO",48299,"PRESIDENT","MITT ROMNEY","REPUBLICAN",7610,9558,20191203,"TOTAL",79.6191671897887
2012,"TEXAS","TX","MAVERICK",48323,"PRESIDENT","BARACK OBAMA","DEMOCRAT",8303,10563,20191203,"TOTAL",78.6045630976049
2012,"TEXAS","TX","NACOGDOCHES",48347,"PRESIDENT","MITT ROMNEY","REPUBLICAN",13925,20653,20191203,"TOTAL",67.4236188447199
2012,"TEXAS","TX","OLDHAM",48359,"PRESIDENT","MITT ROMNEY","REPUBLICAN",790,869,20191203,"TOTAL",90.9090909090909
2012,"TEXAS","TX","PARKER",48367,"PRESIDENT","MITT ROMNEY","REPUBLICAN",39243,47694,20191203,"TOTAL",82.2807900364826
2012,"TEXAS","TX","RANDALL",48381,"PRESIDENT","MITT ROMNEY","REPUBLICAN",41447,49696,20191203,"TOTAL",83.4010785576304
2012,"TEXAS","TX","STARR",48427,"PRESIDENT","BARACK OBAMA","DEMOCRAT",10260,11883,20191203,"TOTAL",86.3418328704873
2012,"TEXAS","TX","STERLING",48431,"PRESIDENT","MITT ROMNEY","REPUBLICAN",459,494,20191203,"TOTAL",92.914979757085
2012,"TEXAS","TX","WEBB",48479,"PRESIDENT","BARACK OBAMA","DEMOCRAT",37597,49110,20191203,"TOTAL",76.5567094278151
2012,"TEXAS","TX","WILLACY",48489,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3600,5064,20191203,"TOTAL",71.0900473933649
2012,"TEXAS","TX","ZAPATA",48505,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2527,3543,20191203,"TOTAL",71.3237369460909
2012,"UTAH","UT","BOX ELDER",49003,"PRESIDENT","MITT ROMNEY","REPUBLICAN",17101,19408,20191203,"TOTAL",88.1131492168178
2012,"UTAH","UT","CACHE",49005,"PRESIDENT","MITT ROMNEY","REPUBLICAN",35039,42293,20191203,"TOTAL",82.8482254746648
2012,"UTAH","UT","DAVIS",49011,"PRESIDENT","MITT ROMNEY","REPUBLICAN",96861,121069,20191203,"TOTAL",80.0047906565677
2012,"UTAH","UT","DUCHESNE",49013,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5698,6379,20191203,"TOTAL",89.3243455087004
2012,"UTAH","UT","IRON",49021,"PRESIDENT","MITT ROMNEY","REPUBLICAN",14200,16701,20191203,"TOTAL",85.0248488114484
2012,"UTAH","UT","JUAB",49023,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3448,3972,20191203,"TOTAL",86.8076535750252
2012,"UTAH","UT","MILLARD",49027,"PRESIDENT","MITT ROMNEY","REPUBLICAN",4478,5026,20191203,"TOTAL",89.0966971746916
2012,"UTAH","UT","MORGAN",49029,"PRESIDENT","MITT ROMNEY","REPUBLICAN",4114,4597,20191203,"TOTAL",89.493147705025
2012,"UTAH","UT","PIUTE",49031,"PRESIDENT","MITT ROMNEY","REPUBLICAN",697,782,20191203,"TOTAL",89.1304347826087
2012,"UTAH","UT","RICH",49033,"PRESIDENT","MITT ROMNEY","REPUBLICAN",915,1007,20191203,"TOTAL",90.8639523336644
2012,"UTAH","UT","SANPETE",49039,"PRESIDENT","MITT ROMNEY","REPUBLICAN",8406,9547,20191203,"TOTAL",88.0486016549702
2012,"UTAH","UT","SEVIER",49041,"PRESIDENT","MITT ROMNEY","REPUBLICAN",7207,8069,20191203,"TOTAL",89.3171396703433
2012,"UTAH","UT","TOOELE",49045,"PRESIDENT","MITT ROMNEY","REPUBLICAN",14268,19261,20191203,"TOTAL",74.0771507190696
2012,"UTAH","UT","UINTAH",49047,"PRESIDENT","MITT ROMNEY","REPUBLICAN",10421,11583,20191203,"TOTAL",89.9680566347233
2012,"UTAH","UT","UTAH",49049,"PRESIDENT","MITT ROMNEY","REPUBLICAN",156950,177713,20191203,"TOTAL",88.3165553448538
2012,"UTAH","UT","WASATCH",49051,"PRESIDENT","MITT ROMNEY","REPUBLICAN",7220,9589,20191203,"TOTAL",75.2946084054646
2012,"UTAH","UT","WEBER",49057,"PRESIDENT","MITT ROMNEY","REPUBLICAN",54224,75912,20191203,"TOTAL",71.4300769311835
2012,"VERMONT","VT","WINDHAM",50025,"PRESIDENT","BARACK OBAMA","DEMOCRAT",16026,21937,20191203,"TOTAL",73.0546565163878
2012,"VIRGINIA","VA","PRINCE EDWARD",51147,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5132,9239,20191203,"TOTAL",55.5471371360537
2012,"VIRGINIA","VA","BUENA VISTA",51530,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1564,2526,20191203,"TOTAL",61.9160728424386
2012,"VIRGINIA","VA","DANVILLE",51590,"PRESIDENT","BARACK OBAMA","DEMOCRAT",12218,20204,20191203,"TOTAL",60.4731736289844
2012,"VIRGINIA","VA","EMPORIA",51595,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1793,2696,20191203,"TOTAL",66.5059347181009
2012,"VIRGINIA","VA","HAMPTON",51650,"PRESIDENT","BARACK OBAMA","DEMOCRAT",46966,66490,20191203,"TOTAL",70.6361858926154
2012,"VIRGINIA","VA","HOPEWELL",51670,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5179,9031,20191203,"TOTAL",57.3469161776105
2012,"VIRGINIA","VA","MANASSAS PARK",51685,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2879,4656,20191203,"TOTAL",61.8341924398625
2012,"VIRGINIA","VA","NEWPORT NEWS",51700,"PRESIDENT","BARACK OBAMA","DEMOCRAT",51100,79444,20191203,"TOTAL",64.3220381652485
2012,"VIRGINIA","VA","NORFOLK",51710,"PRESIDENT","BARACK OBAMA","DEMOCRAT",62687,87043,20191203,"TOTAL",72.0184276736785
